form	lemma	POS	morph
¶	¶	PONfrt	MORPH=empty
Les	le	DETdef	NOMB.=p|GENRE=m
grans	grand	ADJqua	NOMB.=p|GENRE=m
pardons	pardon	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
indulgences	indulgence	NOMcom	NOMB.=p|GENRE=f
/	/	PONfbl	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
tres	très	ADVgen	MORPH=empty
grand	grand	ADJqua	NOMB.=s|GENRE=m
Jubile	jubilé	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
plainiere	plainière	ADJqua	NOMB.=s|GENRE=f
remission	rémission	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
peine	peine	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
coulpe	coulpe	NOMcom	NOMB.=s|GENRE=f
a	à	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
confraires	confrère	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
tres	très	ADVgen	MORPH=empty
sacree	sacré	ADJqua	NOMB.=s|GENRE=f
confrairie	confrérie	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
sainct	saint	ADJqua	NOMB.=s|GENRE=m
esperit	esprit	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
que	que	PROrel	NOMB.=s|GENRE=m|CAS=r
nostre	notre	DETpos	PERS.=4|NOMB.=s|GENRE=m
sainct	saint	ADJqua	NOMB.=s|GENRE=m
pere	père	NOMcom	NOMB.=s|GENRE=m
paravant	paravent	ADVgen	MORPH=empty
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
promis	promettre	VERppe	NOMB.=s|GENRE=m
par	par	PRE	MORPH=empty
ses	son	DETpos	PERS.=3|NOMB.=p|GENRE=m
sainctz	saint	ADJqua	NOMB.=p|GENRE=m
prophetes	prophète	NOMcom	NOMB.=p|GENRE=m
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
ordonne	ordonner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
conferme	confirmer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
par	par	PRE	MORPH=empty
nostre	notre	DETpos	PERS.=4|NOMB.=s|GENRE=m
seigneur	seigneur	NOMcom	NOMB.=s|GENRE=m
Jesuchrist	jésuchrist	NOMpro	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
seul	seul	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
tres	très	ADVgen	MORPH=empty
ayme	aimer	VERppe	NOMB.=s|GENRE=m
filz	fils	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
rechief	rechef	NOMcom	NOMB.=s|GENRE=m
veult	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
qu'	que	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|CAS=n
publie	publier	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
adnunce	annoncer	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
par	par	PRE	MORPH=empty
tout	tout	DETind	NOMB.=s|GENRE=m
le	le	DETdef	NOMB.=s|GENRE=m
monde	monde	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
comme	comme	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
avoit	avoir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
commande	commandé	VERppe	NOMB.=x|GENRE=x
a	à	PRE	MORPH=empty
ses	son	DETpos	PERS.=6|NOMB.=p|GENRE=m
apostres	apôtre	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
affin	afin	CONcoo	MORPH=empty
que	que	CONsub	MORPH=empty
tous	tout	PROind	NOMB.=p|GENRE=m
soyent	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=6|NOMB.=p
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
digne	digne	ADJqua	NOMB.=s|GENRE=f
confrairie	confrérie	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
Proest	@latin	ETR	MORPH=empty
gheesten	@dutch	ETR	MORPH=empty
.	.	PONfrt	MORPH=empty
1	@card	PROcar	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
Joan	@bible	NOMpro	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
4	@card	PROcar	NOMB.=s|GENRE=m|CAS=n
.	.	PONfrt	MORPH=empty
¶	¶	PONfrt	MORPH=empty
Nouvellement	nouvellement	ADVgen	MORPH=empty
imprime	imprimer	VERppe	NOMB.=s|GENRE=m
a	à	PRE	MORPH=empty
Gand	Gand	NOMpro	NOMB.=s|GENRE=x
par	par	PRE	MORPH=empty
Pieter	Pieter	NOMpro	NOMB.=s|GENRE=m
van	van	NOMpro	NOMB.=s|GENRE=x
winghue	Winghue	NOMpro	NOMB.=s|GENRE=x
.	.	PONfrt	MORPH=empty
NOstre	notre	DETpos	PERS.=4|NOMB.=s|GENRE=m
sainct	saint	ADJqua	NOMB.=s|GENRE=m
pere	père	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
lequel	lequel	PROrel	NOMB.=s|GENRE=m|CAS=n
seul	seul	ADJqua	NOMB.=s|GENRE=m
on	on	PROind	PERS.=3|NOMB.=s|CAS=n
doibt	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
nommer	nommer	VERinf	MORPH=empty
pere	père	NOMcom	NOMB.=s|GENRE=m
sainct	saint	ADJqua	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
fideles	fidèle	NOMcom	NOMB.=p|GENRE=m
vray	vrai	ADJqua	NOMB.=p|GENRE=m
dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
eternel	éternel	ADJqua	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
faisant	faire	VERppa	NOMB.=s|GENRE=m
tout	tout	PROind	NOMB.=s|GENRE=m
ce	ce	PROdem	NOMB.=s|GENRE=n
qu'	que	PROrel	NOMB.=s|GENRE=n|CAS=r
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
veult	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
ciel	ciel	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
en	en	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
terre	terre	NOMcom	NOMB.=s|GENRE=f
seul	seul	ADJqua	NOMB.=s|GENRE=m
bon	bon	ADJqua	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
seul	seul	ADJqua	NOMB.=s|GENRE=m
saige	sage	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
plainement	plainement	ADVgen	MORPH=empty
adverty	avertir	VERppe	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
informe	informer	VERppe	NOMB.=s|GENRE=m
par	par	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
tres	très	ADVgen	MORPH=empty
grande	grand	ADJqua	NOMB.=s|GENRE=f
providence	providence	NOMcom	NOMB.=s|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
biens	bien	NOMcom	NOMB.=p|GENRE=m
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
jour	jour	NOMcom	NOMB.=s|GENRE=m
en	en	PRE	MORPH=empty
jour	jour	NOMcom	NOMB.=s|GENRE=m
se	se	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
font	faire	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
en	en	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
saincte	saint	ADJqua	NOMB.=s|GENRE=f
confrairie	confrérie	NOMcom	NOMB.=s|GENRE=f
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
sainct	saint	ADJqua	NOMB.=s|GENRE=m
esperit	esprit	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
sans	sans	PRE	MORPH=empty
lequel	lequel	PROrel	NOMB.=s|GENRE=m|CAS=i
personne	personne	PROind	NOMB.=s|GENRE=x|CAS=n
ne	ne	ADVneg	MORPH=empty
luy	il	PROper	PERS.=3|NOMB.=s|CAS=i
peult	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
plaire	plaire	VERinf	MORPH=empty
ny	ni	PROadv	MORPH=empty
estre	être	VERinf	MORPH=empty
de	de	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
filz	fils	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
aussi	aussi	ADVgen	MORPH=empty
comment	comment	ADVsub	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
conservation	conservation	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
tres	très	ADVgen	MORPH=empty
digne	digne	ADJqua	NOMB.=s|GENRE=f
confrairie	confrérie	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=f
augmentation	augmentation	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
accroissement	accroissement	NOMcom	NOMB.=s|GENRE=m
d'	de	PRE	MORPH=empty
icelle	cil	PROdem	PERS.=3|NOMB.=s|GENRE=f|CAS=i
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
fort	fort	ADVgen	MORPH=empty
et	et	CONcoo	MORPH=empty
tres	très	ADVgen	MORPH=empty
grandement	grandement	ADVgen	MORPH=empty
necessaire	nécessaire	ADJqua	NOMB.=s|GENRE=m
a	à	PRE	MORPH=empty
garder	garder	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
maintenir	maintenir	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
entretenir	entretenir	VERinf	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
chrestiente	chrétienté	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
pour	pour	PRE	MORPH=empty
la	le	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
faire	faire	VERinf	MORPH=empty
fleurir	fleurir	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
croistre	croître	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
augmenter	augmenter	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
aussi	aussi	ADVgen	MORPH=empty
grandement	grandement	ADVgen	MORPH=empty
sert	servir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
surmonter	surmonter	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
vaincre	vaincre	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
destruire	détruire	VERinf	MORPH=empty
tous	tout	DETind	NOMB.=p|GENRE=m
infideles	infidèle	ADJqua	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
ennemys	ennemi	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
foy	foi	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
nostre	notre	DETpos	PERS.=4|NOMB.=s|GENRE=m
seigneur	seigneur	NOMcom	NOMB.=s|GENRE=m
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
de	de	PRE	MORPH=empty
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
propre	propre	ADJqua	NOMB.=s|GENRE=m
mouvement	mouvement	NOMcom	NOMB.=s|GENRE=m
non	non	ADVgen	MORPH=empty
par	par	PRE	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
conseil	conseil	NOMcom	NOMB.=s|GENRE=m
ne	ni	ADVneg	MORPH=empty
requeste	requête	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
personne	personne	PROind	NOMB.=s|GENRE=x|CAS=n
/	/	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
pour	pour	PRE	MORPH=empty
l'	le	DETdef	NOMB.=s|GENRE=m
amour	amour	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
soymesmes	soi-même	PROper	NOMB.=p|GENRE=f
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
voulu	vouloir	VERppe	NOMB.=x|GENRE=x
et	et	CONcoo	MORPH=empty
ordonne	ordonner	VERppe	NOMB.=x|GENRE=x
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
saincte	saint	ADJqua	NOMB.=s|GENRE=f
parolle	parole	NOMcom	NOMB.=s|GENRE=f
veult	vouloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
ordonne	ordonner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
commande	commander	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
expressement	expressément	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
noble	noble	ADJqua	NOMB.=s|GENRE=f
confrairie	confrérie	NOMcom	NOMB.=s|GENRE=f
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
adnuncee	annoncer	VERppe	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
publiee	publier	VERppe	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
preschee	prêcher	VERppe	NOMB.=s|GENRE=f
a	à	PRE	MORPH=empty
toutes	tout	DETind	NOMB.=p|GENRE=f
gens	gens	NOMcom	NOMB.=p|GENRE=f
/	/	PONfbl	MORPH=empty
nations	nation	NOMcom	NOMB.=p|GENRE=f
/	/	PONfbl	MORPH=empty
langues	langue	NOMcom	NOMB.=p|GENRE=f
de	de	PRE	MORPH=empty
quelque	quelque	DETind	NOMB.=s|GENRE=m
estat	état	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
sexe	sexe	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
condition	condition	NOMcom	NOMB.=s|GENRE=f
qu'	que	CONsub	MORPH=empty
ilz	il	PROper	PERS.=6|NOMB.=p|GENRE=m|CAS=n
soyent	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=6|NOMB.=p
:	:	PONfbl	MORPH=empty
ensemble	ensemble	ADVgen	MORPH=empty
les	le	DETdef	NOMB.=p|GENRE=m
grandes	grand	ADJqua	NOMB.=p|GENRE=f
graces	grâce	NOMcom	NOMB.=p|GENRE=f
/	/	PONfbl	MORPH=empty
privileges	privilège	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
pardons	pardon	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
indulgences	indulgence	ADJqua	NOMB.=p|GENRE=f
que	que	PROrel	NOMB.=p|GENRE=m|CAS=r
nostre	notre	DETpos	PERS.=4|NOMB.=s|GENRE=m
sainct	saint	ADJqua	NOMB.=s|GENRE=m
pere	père	NOMcom	NOMB.=s|GENRE=m
ouvrant	ouvrir	VERppa	NOMB.=s|GENRE=m
tous	tout	DETind	NOMB.=p|GENRE=m
les	le	DETdef	NOMB.=p|GENRE=m
thresors	trésor	NOMcom	NOMB.=p|GENRE=m
de	de	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
bonte	bonté	NOMcom	NOMB.=s|GENRE=f
infinie	infini	ADJqua	NOMB.=s|GENRE=f
donne	donner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
octroye	octroyer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
perpetuite	perpétuité	NOMcom	NOMB.=s|GENRE=f
a	à	PRE	MORPH=empty
tous	tout	PROind	NOMB.=p|GENRE=m|CAS=i
ceulx	celui	PROdem	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
celles	celui	PROdem	NOMB.=p|GENRE=f
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
seront	être	VERcjg	MODE=ind|TEMPS=fut|PERS.=6|NOMB.=p
de	de	PRE	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
tres	très	ADVgen	MORPH=empty
excellente	excellent	ADJqua	NOMB.=s|GENRE=f
confrairie	confrérie	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
commandant	commander	VERppa	NOMB.=s|GENRE=m
a	à	PRE	MORPH=empty
tous	tout	PROind	NOMB.=p|GENRE=m|CAS=i
et	et	CONcoo	MORPH=empty
toutes	tout	PROind	NOMB.=p|GENRE=f|CAS=i
de	de	PRE	MORPH=empty
quelque	quelque	DETind	NOMB.=s|GENRE=m
estat	état	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
condition	condition	NOMcom	NOMB.=s|GENRE=f
qu'	que	PROrel	NOMB.=p|GENRE=m|CAS=r
ilz	il	PROper	PERS.=6|NOMB.=p|GENRE=m|CAS=n
soyent	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=6|NOMB.=p
de	de	PRE	MORPH=empty
ouyr	ouïr	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
entendre	entendre	VERinf	MORPH=empty
ces	ce	DETdem	NOMB.=p|GENRE=m
beaulx	beau	ADJqua	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
grans	grand	ADJqua	NOMB.=p|GENRE=m
pardons	pardon	NOMcom	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
les	le	PROper	PERS.=6|NOMB.=p|GENRE=m|CAS=r
gaigner	gagner	VERinf	MORPH=empty
entrant	entrer	VERppa	NOMB.=s|GENRE=m
en	en	ADVgen	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
confrairie	confrérie	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=n
en	en	ADVgen	MORPH=empty
vertu	vertu	NOMcom	NOMB.=s|GENRE=f
d'	de	PRE	MORPH=empty
obedience	obédience	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
sus	sus	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
peine	peine	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
malediction	malédiction	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
damnation	damnation	NOMcom	NOMB.=s|GENRE=f
eternelle	éternel	ADJqua	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
sans	sans	PRE	MORPH=empty
reserver	réserver	VERinf	MORPH=empty
nully	nully	ADVgen	MORPH=empty
apres	après	PRE	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
publication	publication	NOMcom	NOMB.=s|GENRE=f
desdictz	de_ledit	PRE.DETcom	NOMB.=p|GENRE=m
pardons	pardon	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
commande	commander	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
qu'	que	CONsub	MORPH=empty
on	on	PROind	PERS.=3|NOMB.=s|CAS=n
les	le	PROper	PERS.=6|NOMB.=p|GENRE=m|CAS=r
prengne	prendre	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
et	et	CONcoo	MORPH=empty
gaigne	gagner	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
entrant	entrer	VERppa	NOMB.=s|GENRE=m
ladicte	ledit	DETcom	NOMB.=s|GENRE=f
confrairie	confrérie	NOMcom	NOMB.=s|GENRE=f
estant	être	VERppa	NOMB.=s|GENRE=m
des	un	DETndf	NOMB.=p|GENRE=m
confraires	confrère	NOMcom	NOMB.=p|GENRE=m
d'	de	PRE	MORPH=empty
icelle	cil	PROdem	PERS.=3|NOMB.=s|GENRE=f|CAS=i
.	.	PONfrt	MORPH=empty
Anathematizant	anathématiser	VERppa	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
excommuniant	excommunier	VERppa	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
mauldisant	maudire	VERppa	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
malediction	malédiction	NOMcom	NOMB.=s|GENRE=f
eternelle	éternel	ADJqua	NOMB.=s|GENRE=f
ledict	ledit	DETcom	NOMB.=s|GENRE=m
nostre	notre	DETpos	PERS.=4|NOMB.=s|GENRE=m
sainct	saint	ADJqua	NOMB.=s|GENRE=m
pere	père	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
grande	grand	ADJqua	NOMB.=s|GENRE=f
puissance	puissance	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
autorite	autorité	NOMcom	NOMB.=s|GENRE=f
tous	tout	PROind	NOMB.=p|GENRE=m|CAS=r
ceulx	celui	PROdem	NOMB.=p|GENRE=m|CAS=r
et	et	CONcoo	MORPH=empty
celles	celui	PROdem	NOMB.=p|GENRE=f|CAS=r
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
de	de	PRE	MORPH=empty
faict	fait	NOMcom	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
de	de	PRE	MORPH=empty
certaine	certain	DETind	NOMB.=s|GENRE=f
science	science	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
malice	malice	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
meschancete	méchanceté	NOMcom	NOMB.=s|GENRE=f
empescheront	empêcher	VERcjg	MODE=ind|TEMPS=fut|PERS.=6|NOMB.=p
comment	comment	ADVsub	MORPH=empty
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
publication	publication	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
adnunciation	annonciation	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
ces	ce	DETdem	NOMB.=p|GENRE=m
tres	très	ADVgen	MORPH=empty
grans	grand	ADJqua	NOMB.=p|GENRE=m
pardons	pardon	NOMcom	NOMB.=p|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
ceulx	celui	PROdem	NOMB.=p|GENRE=m
et	et	CONcoo	MORPH=empty
celles	celui	PROdem	NOMB.=p|GENRE=f
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
ont	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
desir	désir	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
les	le	PROper	PERS.=6|NOMB.=p|GENRE=m|CAS=r
prendre	prendre	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
soy	se	PROper	PERS.=3|NOMB.=s|CAS=x
mettre	mettre	VERinf	MORPH=empty
en	en	ADVgen	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
divine	divin	ADJqua	NOMB.=s|GENRE=f
confrairie	confrérie	NOMcom	NOMB.=s|GENRE=f
,	,	PONfbl	MORPH=empty
tous	tout	PROind	NOMB.=p|GENRE=m|CAS=r
qui	qui	PROrel	NOMB.=p|GENRE=m|CAS=n
donnent	donner	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
empeschement	empêchement	NOMcom	NOMB.=s|GENRE=m
par	par	PRE	MORPH=empty
eulx	il	NOMcom	NOMB.=p|GENRE=m
ou	ou	CONcoo	MORPH=empty
